SerialNumber,Model,Capacity,CargoGroup
66504,H-13,5073,Building Materials
97426,B-11,4495,Machinery
80015,I-12,5177,Goods
60629,F-10,8547,Oil
93440,F-20,2430,Chemicals
66524,P-16,1399,Oil
91667,M-19,2742,Food
51830,N-19,3694,Automobiles
95423,G-11,4448,Livestock
94597,N-18,2884,Oil
77259,C-14,8484,Oil
58094,O-18,6508,Oil
72083,I-13,3276,Livestock
92393,D-19,7212,Electronics
97967,J-14,9905,Raw Minerals
56613,P-12,4628,Chemicals
66377,D-19,9381,Chemicals
70111,M-15,9552,Building Materials
52611,L-12,1101,Machinery
71602,H-11,7052,Raw Minerals
97030,P-15,1701,Electronics
90168,E-17,3055,Metals
77361,I-13,3680,Goods
62148,C-13,3571,Goods
52653,K-10,3397,Goods
92787,B-20,3754,Food
74651,N-13,3644,Machinery
77091,J-12,6755,Chemicals
50853,H-13,5664,Forestry
76720,K-18,3190,Forestry
69026,N-17,4824,Building Materials
56361,B-18,2107,Livestock
68046,D-14,8600,Forestry
59274,K-16,5841,Chemicals
53781,N-20,9150,Livestock
69105,G-12,1508,Metals
76759,C-20,5756,Automobiles
80582,E-13,7507,Agricultural
87775,H-16,3005,Goods
66730,C-11,4709,Food
59536,H-18,2444,Food
54385,E-12,3078,Agricultural
66858,P-15,7595,Machinery
79053,D-16,2499,Oil
71411,I-12,4607,Machinery
51982,P-15,3771,Raw Minerals
55481,K-17,2827,Machinery
84410,J-12,6029,Oil
78115,J-15,4022,Chemicals
63159,B-20,3784,Oil
59397,D-11,2594,Food
93967,D-10,8719,Building Materials
57250,N-16,1919,Building Materials
79661,P-14,5745,Building Materials
72623,H-12,1361,Machinery
80503,D-15,2069,Goods
62206,D-13,1856,Livestock
92285,J-11,2932,Intermodal Containers
62063,J-16,4240,Automobiles
88789,I-19,5631,Building Materials
97982,N-14,8155,Agricultural
60353,H-20,4430,Chemicals
55355,I-16,6577,Agricultural
89981,D-10,2981,Building Materials
63211,I-13,5362,Goods
94394,I-11,8269,Building Materials
57897,B-14,1755,Building Materials
98655,J-12,2085,Electronics
98204,C-10,2163,Chemicals
65522,I-13,9187,Intermodal Containers
55603,P-14,1166,Goods
70861,I-16,3489,Oil
68773,K-10,1772,Agricultural
99467,E-10,7574,Goods
79681,K-11,2063,Intermodal Containers
72372,C-16,2489,Raw Minerals
75751,J-13,6772,Food
69401,J-16,3515,Building Materials
58897,O-18,3642,Building Materials
82678,O-11,3631,Building Materials
89824,K-18,7272,Raw Minerals
98391,A-11,8449,Goods
58115,O-19,3564,Goods
77256,B-15,7409,Goods
96927,K-11,9319,Oil
78807,D-11,3545,Livestock
76302,L-17,1798,Raw Minerals
92718,O-16,2007,Forestry
82989,O-17,9659,Metals
64014,I-12,7869,Food
97088,N-17,4242,Machinery
57693,K-15,7600,Chemicals
54411,O-12,4413,Food
85316,D-19,7845,Goods
78031,E-10,1321,Raw Minerals
66885,H-12,7125,Intermodal Containers
87825,F-15,1596,Agricultural
74582,O-10,3973,Forestry
53455,P-11,7414,Agricultural
52725,L-11,8885,Food
82574,H-19,8990,Machinery
97910,L-18,4123,Raw Minerals
62074,N-13,3556,Forestry
50725,K-20,9743,Raw Minerals
75796,F-10,7679,Machinery
80756,L-15,3875,Food
74647,K-10,9975,Forestry
65630,D-20,2220,Livestock
84503,N-13,1593,Livestock
70444,B-17,9225,Automobiles
55817,P-18,7863,Electronics
53463,K-16,1054,Goods
77789,P-10,7539,Metals
72615,A-13,7916,Forestry
63161,C-18,9816,Automobiles
98664,N-18,1820,Agricultural
67895,A-13,1102,Raw Minerals
69192,C-10,2002,Goods
87642,N-14,8694,Machinery
83479,L-18,4633,Building Materials
65823,N-19,3501,Food
63603,B-19,5184,Building Materials
81056,I-19,1019,Food
99712,J-15,4469,Livestock
79196,M-17,2918,Machinery
98420,I-11,6895,Raw Minerals
69411,L-14,6932,Raw Minerals
51966,J-17,5954,Electronics
88558,F-17,4985,Automobiles
69198,K-11,8688,Livestock
71363,G-19,5735,Metals
82845,F-14,6395,Raw Minerals
94790,B-10,1851,Automobiles
81094,C-17,8431,Machinery
75939,F-17,9371,Food
76579,G-15,6768,Food
73882,I-15,9668,Food
79975,L-11,4252,Metals
99664,L-13,4766,Machinery
56236,G-19,3839,Forestry
77196,D-18,4951,Livestock
82895,L-16,2292,Oil
69585,O-13,9480,Raw Minerals
62389,D-11,9854,Livestock
95040,G-10,8271,Intermodal Containers
88252,J-20,8827,Livestock
65837,A-17,1012,Intermodal Containers
53708,F-19,8407,Machinery
82708,E-12,9458,Machinery
82661,P-17,9528,Oil
56234,F-16,1373,Building Materials
52307,C-19,6018,Electronics
99627,A-15,2500,Agricultural
65235,J-18,5632,Machinery
52785,O-17,9548,Goods
84666,N-12,5646,Automobiles
59278,O-14,8706,Building Materials
53129,P-11,9813,Building Materials
69788,L-14,3309,Oil
77688,K-10,6438,Agricultural
99701,E-11,3317,Intermodal Containers
82208,M-14,9086,Oil
59316,O-18,5893,Intermodal Containers
84334,K-13,5842,Building Materials
71483,L-12,7517,Metals
60085,K-14,9923,Chemicals
56431,G-18,4810,Intermodal Containers
97348,G-17,4146,Goods
54770,H-20,4305,Oil
81400,B-13,1552,Machinery
55157,H-13,9575,Agricultural
91220,P-10,9913,Automobiles
63842,F-16,8808,Building Materials
67172,O-12,4226,Oil
92292,H-14,3088,Livestock
50090,M-20,4255,Raw Minerals
75425,I-16,6856,Forestry
89878,C-14,7628,Raw Minerals
92674,B-15,8771,Machinery
55651,J-17,7175,Machinery
90033,B-14,4672,Goods
64218,A-14,5734,Livestock
52339,I-20,9568,Goods
69067,J-14,6772,Oil
81558,N-17,5452,Building Materials
73334,A-20,2778,Oil
76410,B-14,6405,Intermodal Containers
97337,M-18,7728,Raw Minerals
71672,O-10,6307,Intermodal Containers
99288,G-13,7056,Agricultural
74662,F-15,4066,Livestock
75689,I-20,5352,Automobiles
96310,O-14,1228,Goods
86914,I-15,1220,Livestock
61556,A-19,9666,Building Materials
82648,N-12,3037,Food
87061,C-11,8802,Agricultural
95172,A-11,8118,Forestry
51392,F-10,5111,Intermodal Containers
85234,B-17,8424,Oil
55906,H-13,6079,Oil
53350,P-11,1181,Building Materials
65633,C-19,4318,Automobiles
62353,B-14,3871,Agricultural
64027,F-12,6434,Intermodal Containers
87081,N-10,6281,Agricultural
93321,E-19,7581,Food
77891,F-14,9152,Machinery
51701,K-10,9226,Chemicals
54034,P-15,7633,Intermodal Containers
63414,K-17,9640,Chemicals
96999,M-13,5762,Livestock
90773,D-15,6026,Intermodal Containers
63912,C-14,3506,Agricultural
98061,B-15,6102,Automobiles
52256,D-18,2198,Building Materials
60452,N-19,5296,Building Materials
74296,E-13,6488,Intermodal Containers
71429,D-16,1959,Machinery
92599,M-19,3179,Food
60347,O-16,7520,Oil
55082,M-16,2480,Livestock
69301,I-14,5766,Automobiles
81431,K-20,1943,Goods
79715,F-17,5157,Automobiles
59983,I-16,1190,Machinery
91443,O-16,5349,Automobiles
86534,G-19,3219,Metals
51846,E-12,5804,Food
68888,P-17,3786,Goods
71056,D-18,5746,Automobiles
77066,E-17,3687,Intermodal Containers
90964,P-17,8051,Oil
64515,K-13,1284,Automobiles
58884,I-15,5809,Goods
85971,F-11,1059,Raw Minerals
86339,J-15,6388,Automobiles
82778,E-12,7759,Metals
59852,O-18,9158,Metals
85977,L-10,3727,Goods
94291,P-17,7116,Agricultural
61944,M-20,8384,Automobiles
96049,K-13,3959,Oil
94514,O-16,9601,Agricultural
51584,B-12,4371,Intermodal Containers
52575,H-11,1721,Building Materials
97276,P-19,3629,Chemicals
91615,P-10,2778,Automobiles
64055,N-11,3324,Forestry
91181,O-11,2096,Livestock
94716,C-17,3554,Chemicals
69907,B-11,6846,Building Materials
95175,J-16,4692,Forestry
56172,P-12,4119,Food
75704,F-15,6969,Machinery
93274,C-18,6362,Forestry
78099,D-14,9228,Electronics
83038,F-13,6179,Intermodal Containers
64548,K-17,6371,Intermodal Containers
50993,I-15,5974,Agricultural
90047,H-15,1569,Goods
99140,M-10,8894,Chemicals
92022,C-14,9555,Chemicals
76651,I-10,1139,Livestock
72511,M-13,1754,Building Materials
55619,N-10,4101,Agricultural
93933,E-14,8282,Forestry
92282,H-15,3734,Machinery
68668,G-16,3944,Automobiles
93296,B-18,5347,Chemicals
97554,N-15,6904,Intermodal Containers
61977,M-12,4771,Building Materials
79388,F-15,6001,Raw Minerals
56429,H-16,8443,Raw Minerals
68241,H-12,5213,Building Materials
57631,K-16,8304,Oil
73687,P-16,3839,Oil
77324,G-20,1257,Electronics
96226,F-10,7610,Machinery
87246,E-10,1324,Automobiles
96403,A-15,7638,Chemicals
79416,F-10,1750,Metals
75427,M-17,1771,Raw Minerals
53843,F-17,9076,Raw Minerals
90212,A-11,3566,Goods
89492,I-12,3055,Oil
68905,I-11,9297,Metals
55772,J-18,9617,Metals
56357,N-18,8407,Agricultural
53832,I-20,8150,Chemicals
75006,J-11,4072,Goods
83598,E-10,5222,Automobiles
70025,K-11,8060,Automobiles
92544,J-12,2962,Intermodal Containers
57497,P-18,8541,Metals
51301,A-17,5574,Raw Minerals
68911,L-11,1056,Livestock
51696,M-20,9991,Goods
81308,G-20,4028,Electronics
66403,E-14,5724,Forestry
51386,G-14,5434,Raw Minerals
54815,P-14,9214,Building Materials
94137,D-16,7320,Machinery
86327,F-11,5711,Electronics
75612,K-12,4217,Agricultural
70218,K-14,1482,Chemicals
78203,M-15,8075,Metals
91631,J-14,5385,Oil
50964,A-19,9106,Electronics
72069,A-17,3991,Chemicals
69619,J-17,1045,Oil
78195,D-11,9147,Raw Minerals
85194,P-14,8866,Livestock
95756,G-11,9850,Building Materials
95915,G-18,9175,Metals
51542,K-12,9381,Livestock
73198,N-16,4249,Machinery
51411,F-16,7559,Electronics
60709,P-19,5208,Raw Minerals
69951,N-15,9654,Oil
80331,C-14,9483,Goods
86212,I-17,2427,Intermodal Containers
60383,H-13,8074,Chemicals
82689,K-12,3731,Goods
71391,D-20,6825,Forestry
83675,L-17,1339,Building Materials
61127,A-17,9254,Automobiles
79408,H-11,2134,Raw Minerals
64278,A-19,3257,Machinery
66661,N-18,8586,Agricultural
94574,B-14,1692,Metals
61699,J-18,9299,Goods
66510,D-20,4303,Raw Minerals
67591,G-11,6572,Metals
70312,F-20,4437,Goods
93917,O-12,7852,Metals
69794,G-17,7712,Chemicals
65591,M-12,2198,Raw Minerals
70968,O-16,3263,Chemicals
68946,L-14,3709,Building Materials
96052,N-10,4776,Machinery
79448,H-17,8278,Building Materials
58010,G-13,8600,Raw Minerals
95365,D-19,9631,Livestock
73909,F-11,6442,Livestock
98445,B-18,4385,Metals
70386,J-10,6188,Food
87656,O-12,2802,Building Materials
73150,C-10,3679,Goods
75004,N-14,2784,Building Materials
98568,P-13,8287,Oil
77359,H-16,7001,Building Materials
74060,I-16,4783,Oil
62658,A-19,2631,Agricultural
54391,P-19,1833,Chemicals
82567,F-12,9930,Forestry
95256,N-13,1354,Building Materials
83227,E-14,5580,Chemicals
93551,G-10,3770,Machinery
74998,P-20,1765,Chemicals
53950,B-18,9319,Forestry
81985,O-13,7683,Machinery
54857,O-13,2173,Intermodal Containers
65673,E-10,8256,Goods
53913,N-16,7091,Machinery
56779,C-13,3420,Intermodal Containers
85782,D-14,9459,Automobiles
55120,J-14,8548,Oil
89343,D-18,3989,Livestock
85482,O-19,4235,Chemicals
78022,E-17,7551,Electronics
59199,M-13,2319,Metals
87138,D-11,8601,Automobiles
84706,J-14,4803,Automobiles
69215,P-16,4650,Intermodal Containers
93333,C-15,1063,Automobiles
59936,D-18,3995,Metals
99838,K-14,5742,Building Materials
83814,P-16,4933,Chemicals
