SerialNumber,Model,Capacity,CargoGroup
46803,D-18,3319,Oil
48958,M-19,8754,Food
23926,C-14,4614,Forestry
19526,E-12,5200,Livestock
47704,K-11,1810,Chemicals
31347,M-10,2316,Raw Minerals
29164,M-18,7963,Forestry
42510,G-13,4874,Forestry
21903,A-19,7611,Chemicals
19881,M-19,3590,Oil
25800,M-18,9736,Agricultural
48301,J-15,7262,Machinery
46725,B-16,8561,Electronics
47109,M-10,3105,Livestock
39381,B-15,9314,Metals
17170,P-15,2732,Agricultural
18681,C-13,5051,Chemicals
41096,G-18,9710,Goods
22982,M-16,6494,Chemicals
24260,L-16,4722,Food
21793,C-20,4673,Chemicals
47120,F-18,9218,Agricultural
28239,G-11,6191,Metals
15213,N-20,2191,Building Materials
11836,F-10,9523,Goods
31747,M-16,9793,Electronics
34234,B-10,3725,Machinery
20659,M-17,3425,Agricultural
38705,P-10,9089,Automobiles
49784,D-18,3994,Forestry
26436,E-14,8859,Chemicals
49500,B-16,6534,Chemicals
30869,C-12,5245,Metals
47525,F-11,7689,Goods
28871,E-11,3250,Livestock
40719,I-18,3002,Building Materials
49423,J-20,5304,Food
45770,O-20,5564,Automobiles
11420,C-20,4229,Intermodal Containers
27389,I-16,9762,Livestock
25724,O-20,7842,Machinery
26034,C-18,8252,Automobiles
13922,L-10,8831,Agricultural
35726,M-18,8878,Chemicals
40405,C-11,9430,Intermodal Containers
11326,H-10,2208,Food
47228,H-15,1229,Machinery
33117,H-20,2697,Metals
15895,O-11,5509,Intermodal Containers
13529,O-10,6613,Intermodal Containers
49093,B-17,4652,Goods
31793,D-19,3666,Chemicals
42193,K-12,9842,Livestock
42088,F-18,6889,Agricultural
42864,A-12,5506,Automobiles
15466,A-14,8863,Metals
31227,K-17,5952,Chemicals
23631,I-18,4817,Machinery
28102,I-14,5592,Chemicals
32404,N-20,7531,Raw Minerals
14766,G-17,5898,Intermodal Containers
18514,M-19,2045,Food
31784,B-19,1013,Electronics
32668,M-20,2610,Automobiles
15662,G-19,9975,Chemicals
20941,F-11,7472,Chemicals
28743,B-13,3350,Raw Minerals
45703,N-16,4518,Food
36234,M-16,2722,Metals
15126,H-13,9191,Intermodal Containers
25983,A-15,3919,Machinery
45891,B-10,3458,Intermodal Containers
37482,B-16,4592,Electronics
12084,N-12,4107,Electronics
24125,K-11,6473,Agricultural
11962,E-16,1892,Machinery
45569,I-19,9328,Agricultural
44311,A-11,2469,Raw Minerals
28549,M-15,2287,Electronics
37035,B-15,8754,Oil
21117,P-13,9136,Machinery
27612,H-18,4585,Automobiles
27292,E-19,1097,Intermodal Containers
43361,J-20,7082,Machinery
34136,L-20,3480,Intermodal Containers
13055,H-11,7332,Automobiles
21607,P-13,1949,Forestry
46038,I-11,1898,Agricultural
46645,L-11,4800,Automobiles
27843,C-12,7723,Machinery
12078,K-11,5016,Intermodal Containers
17763,H-13,6162,Metals
43716,B-15,6435,Forestry
18838,M-16,9253,Goods
25772,J-14,7853,Intermodal Containers
36671,N-17,2495,Goods
14467,L-17,5302,Building Materials
38034,B-12,6579,Metals
41760,I-14,7444,Forestry
18042,K-12,8207,Building Materials
47768,L-18,8044,Oil
23287,L-19,5489,Oil
22830,F-19,5073,Building Materials
24828,P-18,9184,Raw Minerals
15402,H-18,2697,Oil
13686,F-13,1964,Automobiles
47936,P-16,1000,Electronics
38646,F-19,6979,Intermodal Containers
15094,N-15,4245,Oil
38833,N-12,4452,Machinery
28842,F-10,4505,Metals
22707,I-18,4890,Food
11364,M-19,9324,Metals
49771,I-10,5060,Goods
16479,C-18,3577,Automobiles
42485,P-11,3386,Food
24737,D-19,2595,Automobiles
21551,G-16,7837,Livestock
22086,N-10,3840,Raw Minerals
17162,M-17,6724,Forestry
48870,F-14,7526,Building Materials
47167,F-13,7880,Chemicals
40309,K-19,3249,Machinery
46114,F-20,8607,Raw Minerals
12869,O-20,2125,Metals
16807,H-18,9424,Food
21393,I-19,2618,Machinery
49934,A-18,3947,Automobiles
28816,D-18,9526,Goods
31287,B-19,6389,Oil
22327,G-10,6429,Food
24305,A-13,3902,Intermodal Containers
11903,A-14,6347,Livestock
37982,K-16,3707,Forestry
32468,G-16,5772,Food
10566,G-16,9699,Chemicals
24469,N-17,8496,Raw Minerals
25567,C-16,2522,Machinery
30560,A-19,7160,Automobiles
19742,K-16,5543,Machinery
26023,G-17,5213,Forestry
11876,E-16,1617,Intermodal Containers
14028,O-16,6709,Automobiles
34212,F-14,1554,Metals
15513,M-14,3034,Food
35448,O-15,1653,Electronics
46799,N-10,5106,Building Materials
20233,C-20,2708,Building Materials
18622,B-14,1512,Livestock
30815,J-17,6800,Livestock
26234,B-19,2015,Metals
18234,K-14,5731,Intermodal Containers
22594,G-18,6545,Raw Minerals
35244,D-11,9321,Agricultural
15902,H-19,7017,Intermodal Containers
49282,K-10,3477,Raw Minerals
21350,M-17,9004,Livestock
23459,D-12,3986,Metals
46148,F-17,4931,Oil
10320,H-10,2774,Agricultural
42761,G-12,1454,Goods
12734,O-17,6659,Goods
40914,E-20,7360,Agricultural
48720,O-17,8967,Automobiles
13347,E-20,8418,Building Materials
36797,C-18,7352,Goods
26385,J-20,9192,Chemicals
19234,C-10,8877,Automobiles
36857,N-13,7267,Chemicals
12651,L-16,3641,Forestry
24712,K-18,8067,Metals
37432,C-12,3960,Intermodal Containers
45656,I-19,5655,Oil
43769,A-14,1310,Agricultural
10439,K-14,2153,Building Materials
36076,H-17,1750,Food
26008,P-12,8728,Electronics
32308,O-11,7286,Forestry
39748,O-20,8668,Forestry
21219,F-12,8784,Intermodal Containers
32423,F-19,9331,Intermodal Containers
35793,I-12,7343,Forestry
42176,D-20,1141,Electronics
43794,L-10,3945,Oil
12918,C-17,7314,Chemicals
43664,P-19,6559,Agricultural
25590,K-17,3634,Livestock
31081,G-19,1924,Forestry
23460,J-12,3622,Raw Minerals
34732,D-15,4542,Oil
35644,O-18,3483,Raw Minerals
29835,P-12,9094,Chemicals
37701,I-16,9345,Electronics
21223,F-15,5072,Oil
42044,O-13,2883,Building Materials
34706,I-14,4714,Goods
36454,I-13,9428,Intermodal Containers
33373,E-10,2960,Machinery
23968,N-16,9498,Agricultural
13830,P-13,2550,Metals
13856,N-13,3317,Automobiles
11294,B-14,1942,Forestry
36891,F-13,9828,Food
26373,C-10,8544,Machinery
24842,K-11,9175,Metals
10162,P-16,9389,Goods
40924,O-18,5093,Oil
29684,E-19,4973,Electronics
41701,O-15,6428,Forestry
41415,G-10,1845,Forestry
34343,D-19,7952,Agricultural
35139,F-11,4884,Agricultural
30154,H-12,9623,Building Materials
32194,J-13,5612,Agricultural
34457,G-16,4493,Building Materials
10228,N-18,7177,Chemicals
22629,G-13,6992,Food
44246,D-13,7562,Intermodal Containers
19280,J-16,6944,Building Materials
25890,F-20,8806,Forestry
32975,O-20,8594,Electronics
37016,N-19,3842,Electronics
20098,I-15,4091,Food
47157,J-10,7076,Building Materials
13847,C-10,9228,Intermodal Containers
40158,N-19,7473,Metals
26994,L-16,2992,Building Materials
13639,P-19,5424,Forestry
12135,D-18,6917,Food
28761,F-12,7106,Livestock
13381,A-13,8965,Raw Minerals
37956,M-17,3061,Livestock
15583,I-19,6932,Forestry
15139,P-18,2313,Building Materials
41965,B-17,8186,Chemicals
46408,F-16,4377,Livestock
29187,E-15,5093,Building Materials
45506,O-20,9452,Metals
40885,A-20,2732,Metals
48648,K-16,3094,Raw Minerals
11435,P-18,1705,Building Materials
33996,A-19,4614,Goods
25252,B-13,7106,Oil
19589,J-10,2167,Intermodal Containers
49795,F-14,8240,Food
28775,B-19,5597,Automobiles
13690,L-10,6677,Raw Minerals
46483,J-16,9872,Goods
49489,N-17,8022,Metals
12974,L-10,3446,Building Materials
17212,F-20,6777,Agricultural
39681,B-15,7301,Raw Minerals
36222,L-15,4782,Building Materials
39236,H-16,6193,Intermodal Containers
31354,E-18,9926,Forestry
18258,N-11,3414,Automobiles
45585,B-20,8283,Livestock
13718,C-19,1076,Building Materials
35409,D-10,8503,Machinery
40448,O-11,2330,Raw Minerals
27106,O-15,4834,Intermodal Containers
47627,O-16,7063,Raw Minerals
10844,G-16,6675,Raw Minerals
15323,F-10,5810,Machinery
18697,N-12,4202,Forestry
45567,K-13,4229,Building Materials
39626,H-13,7974,Livestock
18640,K-14,8117,Raw Minerals
27643,E-18,7520,Agricultural
34704,P-20,6224,Chemicals
37822,B-14,1673,Forestry
10292,E-15,8296,Chemicals
22868,M-15,7002,Building Materials
17943,O-17,4228,Food
37789,E-15,7781,Electronics
33461,P-20,7082,Livestock
23148,A-16,3040,Goods
33157,I-12,7156,Forestry
19299,I-18,4851,Machinery
37714,O-10,6091,Machinery
15237,C-15,4062,Machinery
16071,E-10,8177,Metals
11038,L-19,7931,Chemicals
39104,H-15,2068,Metals
40929,B-13,9132,Metals
10751,E-18,8899,Food
17827,D-15,8223,Agricultural
34378,M-10,7748,Forestry
24630,D-14,7293,Automobiles
35045,B-17,1215,Automobiles
27543,A-11,6046,Raw Minerals
28659,P-12,2244,Goods
47262,D-13,2090,Forestry
44351,I-18,1303,Building Materials
20705,N-18,3609,Electronics
43335,P-16,5965,Livestock
35643,I-14,4056,Forestry
40456,N-12,3719,Machinery
48501,L-11,8977,Livestock
16405,G-10,6992,Chemicals
34266,M-17,5203,Building Materials
18587,F-13,1181,Forestry
22968,M-11,6969,Livestock
42131,H-10,4417,Agricultural
33241,I-19,5695,Forestry
24872,L-17,5317,Intermodal Containers
19253,K-11,2600,Forestry
12005,L-20,1108,Raw Minerals
39771,H-14,2943,Chemicals
44821,H-20,2124,Metals
33860,H-20,8750,Automobiles
24381,D-11,2166,Raw Minerals
35987,K-10,3283,Automobiles
19993,P-18,5896,Forestry
40639,L-15,3575,Intermodal Containers
10396,H-13,4866,Forestry
43938,F-17,2575,Building Materials
23127,P-15,2341,Food
23440,B-16,5485,Forestry
22687,L-11,5324,Intermodal Containers
45098,K-10,9915,Forestry
29249,E-15,9237,Agricultural
37854,C-10,8278,Electronics
43226,D-12,3258,Food
25586,E-13,6912,Agricultural
34631,K-11,3942,Building Materials
22210,N-19,9476,Electronics
27180,O-16,5734,Agricultural
23341,E-16,2156,Food
25972,F-12,5582,Food
23469,P-18,5871,Agricultural
47649,P-16,3505,Goods
39194,D-17,5796,Oil
13651,D-12,6233,Food
48404,J-11,3541,Electronics
23823,K-10,1090,Raw Minerals
45265,P-17,1557,Agricultural
11488,M-10,6573,Forestry
47847,D-11,4874,Chemicals
24441,B-16,1694,Electronics
14429,A-14,7465,Automobiles
10550,H-16,8204,Oil
38828,A-13,9628,Raw Minerals
49595,H-14,1703,Forestry
28703,P-17,7865,Chemicals
24110,J-20,3827,Automobiles
47595,L-12,1110,Oil
32951,J-13,5402,Building Materials
35542,G-20,8719,Automobiles
36062,F-14,7172,Intermodal Containers
39467,G-17,4842,Automobiles
22096,L-11,6374,Intermodal Containers
47173,G-18,8856,Automobiles
25320,C-18,8730,Food
36666,B-12,3049,Machinery
10411,O-17,7521,Agricultural
17676,F-15,9572,Machinery
16601,M-15,9986,Machinery
46147,N-16,8084,Agricultural
42766,J-20,6973,Intermodal Containers
10772,D-11,6456,Building Materials
21881,L-10,7775,Raw Minerals
40576,D-14,3918,Chemicals
37720,M-11,1061,Automobiles
47665,H-14,5550,Oil
16610,D-12,1405,Livestock
24487,P-17,8143,Food
34359,E-15,8861,Goods
13049,N-15,7864,Metals
25514,H-20,5978,Food
19617,C-17,6455,Raw Minerals
12636,P-19,4731,Machinery
43151,G-11,6886,Electronics
28701,A-20,6777,Oil
18162,D-19,3415,Automobiles
36511,F-11,3876,Intermodal Containers
35469,J-17,5691,Building Materials
10923,M-17,8923,Automobiles
34407,J-17,7226,Goods
32531,A-12,2257,Chemicals
43807,B-12,5629,Machinery
34279,G-13,1081,Machinery
16069,B-18,2763,Livestock
17322,J-11,6526,Livestock
39457,E-16,8484,Forestry
43255,I-18,8266,Goods
27621,M-19,4260,Building Materials
19115,K-11,2559,Forestry
21302,B-17,1021,Metals
39436,L-18,1641,Building Materials
10098,O-19,4238,Food
19529,J-17,5087,Metals
13906,A-10,8949,Livestock
14987,G-11,8667,Intermodal Containers
15787,E-19,2208,Goods
13020,F-10,2120,Agricultural
45552,B-13,5432,Oil
43825,A-17,8094,Food
42087,B-10,3933,Raw Minerals
43567,G-12,2867,Metals
47257,N-10,1843,Building Materials
30267,E-18,8484,Building Materials
20048,B-13,1088,Electronics
11029,K-18,9874,Agricultural
42533,K-10,3117,Forestry
23650,L-18,2713,Automobiles
28361,O-14,4043,Raw Minerals
16046,O-18,1876,Raw Minerals
27258,D-15,6907,Chemicals
37362,L-15,2356,Goods
16201,N-16,8859,Oil
27968,H-10,9764,Forestry
25069,A-15,5897,Machinery
45282,I-13,1689,Chemicals
32368,F-15,8401,Metals
41158,D-18,5431,Livestock
10500,F-11,2070,Raw Minerals
35763,C-12,9727,Forestry
32260,L-18,6727,Agricultural
39319,B-14,8227,Livestock
27816,A-17,2793,Raw Minerals
43846,M-14,7286,Chemicals
20433,F-13,8319,Forestry
18591,I-18,6761,Goods
26863,J-18,7556,Building Materials
26226,N-16,2329,Metals
24892,C-14,2927,Building Materials
42236,P-10,9532,Chemicals
32385,O-17,5393,Livestock
25635,G-10,1573,Livestock
32178,K-13,1539,Machinery
28189,B-16,1419,Goods
39510,F-14,1480,Agricultural
11570,B-20,6416,Goods
35850,J-13,1390,Raw Minerals
39665,F-11,2609,Building Materials
33150,G-14,6070,Metals
22893,P-12,7164,Livestock
20676,H-15,1583,Agricultural
43206,D-19,6412,Machinery
20175,C-11,1735,Raw Minerals
49973,G-18,4535,Agricultural
49783,C-10,6859,Intermodal Containers
43744,D-14,7980,Livestock
10642,H-17,9547,Oil
11798,E-10,2054,Raw Minerals
12248,G-10,1791,Building Materials
36625,O-12,9119,Chemicals
31019,C-17,3754,Intermodal Containers
16784,I-10,1270,Electronics
48707,J-15,8289,Metals
35614,F-16,3282,Forestry
28276,A-18,8064,Machinery
41536,A-16,5841,Oil
46927,H-11,2037,Automobiles
17541,I-19,2912,Automobiles
19004,F-19,9153,Electronics
16108,M-18,3030,Electronics
35207,K-11,7218,Agricultural
30441,I-15,1762,Building Materials
24735,E-14,5664,Agricultural
28211,J-15,8773,Oil
16609,K-19,4089,Machinery
27519,F-20,1216,Automobiles
31143,H-14,6246,Food
20123,A-15,4942,Automobiles
18595,H-11,3807,Oil
24258,A-10,6746,Raw Minerals
36742,N-15,8881,Intermodal Containers
48318,K-20,2984,Forestry
47497,H-20,1991,Forestry
36716,O-12,4295,Metals
19002,C-18,9709,Goods
44442,K-16,5199,Building Materials
10549,J-11,2123,Livestock
13088,K-11,6811,Food
21421,K-16,9503,Building Materials
31489,C-15,9895,Electronics
13017,B-18,5066,Machinery
40565,B-20,7965,Intermodal Containers
44307,P-11,5075,Electronics
32713,M-11,1560,Oil
43166,K-12,8670,Automobiles
35677,G-19,1994,Building Materials
38277,H-13,6126,Metals
13207,M-10,9354,Chemicals
27248,G-20,2344,Chemicals
16638,D-20,5964,Metals
20138,B-19,6696,Raw Minerals
23232,D-16,5512,Food
25453,L-20,7390,Raw Minerals
15997,M-19,5556,Chemicals
19243,J-15,6327,Chemicals
42219,I-10,2871,Forestry
33586,I-14,7461,Metals
35888,H-11,4001,Chemicals
33466,A-17,9770,Oil
48665,L-14,8417,Metals
33109,N-14,2903,Metals
21388,E-14,2857,Chemicals
42746,G-18,8105,Chemicals
27282,E-10,5329,Automobiles
35166,I-11,5648,Agricultural
12301,G-11,9838,Automobiles
16009,M-19,6555,Goods
25807,L-18,4843,Oil
17125,E-14,8390,Intermodal Containers
19723,N-16,4184,Goods
16360,J-14,6025,Metals
11633,M-12,5383,Raw Minerals
38435,O-15,2160,Building Materials
12533,L-18,6646,Automobiles
11042,D-18,9563,Food
29728,F-19,2709,Machinery
13904,N-10,3207,Raw Minerals
13870,B-15,9400,Intermodal Containers
17048,N-15,9209,Electronics
37232,G-15,7877,Intermodal Containers
41448,N-17,4624,Intermodal Containers
14279,G-12,8235,Electronics
26502,K-19,2598,Automobiles
13300,N-12,8564,Metals
33950,N-13,8585,Building Materials
43689,P-15,2017,Building Materials
39421,B-15,2601,Metals
44196,E-15,4323,Metals
40057,A-19,7907,Food
29045,P-10,8206,Metals
42154,P-15,2721,Electronics
42707,F-19,6588,Electronics
28965,G-12,3828,Forestry
29706,E-17,2868,Food
35823,C-15,5228,Electronics
18223,D-19,6832,Raw Minerals
12065,P-13,3125,Oil
42468,L-19,8240,Automobiles
39062,E-16,4420,Food
19342,G-12,1697,Goods
40060,J-11,5528,Intermodal Containers
48341,M-14,2501,Intermodal Containers
23896,P-15,5633,Oil
29985,C-12,8759,Electronics
27521,J-15,3622,Electronics
27029,A-17,2011,Automobiles
38537,J-12,1272,Raw Minerals
25301,C-15,1439,Electronics
33277,O-15,9668,Oil
30958,L-12,1795,Agricultural
36011,I-20,1403,Automobiles
31013,A-20,1146,Building Materials
24691,D-20,2215,Building Materials
23952,K-11,8729,Goods
34829,F-15,4399,Metals
17011,M-10,7987,Chemicals
41116,P-12,7649,Agricultural
14459,B-15,6800,Intermodal Containers
16494,A-11,4967,Raw Minerals
32665,O-10,1710,Electronics
30274,F-18,7669,Machinery
11379,F-16,3943,Machinery
28801,E-15,8832,Intermodal Containers
10447,B-19,4538,Chemicals
27061,F-10,5617,Electronics
20822,N-19,2895,Forestry
16735,K-19,5328,Forestry
34567,J-15,6622,Intermodal Containers
28753,D-15,7370,Metals
33230,G-13,1918,Building Materials
41808,B-11,8168,Food
33817,K-14,3312,Livestock
25552,A-13,5203,Food
48803,O-13,7833,Agricultural
14185,P-13,6916,Intermodal Containers
25093,F-11,7383,Oil
19106,C-10,5336,Chemicals
10272,A-14,8995,Metals
44402,C-12,7401,Food
42882,L-10,2672,Machinery
18249,C-19,8676,Chemicals
24185,I-11,8178,Forestry
15292,D-11,8371,Raw Minerals
11538,P-11,9880,Electronics
15147,N-18,6229,Intermodal Containers
31451,M-13,2772,Food
39485,N-13,2187,Building Materials
33571,E-17,8312,Forestry
19513,C-20,9246,Metals
33663,I-14,8790,Intermodal Containers
10774,A-20,6690,Agricultural
25711,N-19,3988,Agricultural
32093,E-19,8918,Oil
12271,I-19,2878,Oil
22808,K-19,5638,Chemicals
27893,J-15,3951,Chemicals
10864,H-11,5676,Automobiles
14277,F-16,3849,Intermodal Containers
39739,B-10,2683,Electronics
38714,L-17,1449,Metals
22055,F-12,3815,Metals
44511,M-13,9809,Raw Minerals
29478,J-13,3871,Machinery
42874,K-14,2892,Intermodal Containers
31180,G-14,8570,Metals
47249,E-11,1444,Food
46883,O-11,8121,Goods
19779,B-16,3826,Agricultural
21584,L-14,4379,Forestry
21349,E-18,4623,Building Materials
17969,P-18,9933,Goods
38716,J-15,1614,Automobiles
27298,H-14,8410,Chemicals
11469,F-14,3723,Automobiles
12379,O-16,4717,Forestry
40810,L-15,9826,Food
25618,M-19,3566,Chemicals
44557,G-11,7684,Oil
27247,N-10,5904,Automobiles
26702,B-13,3156,Machinery
34205,P-10,1921,Raw Minerals
18431,A-20,7760,Automobiles
30138,E-17,1974,Forestry
14658,L-18,6024,Food
46353,B-18,9914,Machinery
45233,C-17,1078,Metals
49623,B-20,7480,Oil
39109,P-18,1491,Electronics
39169,M-12,1732,Machinery
30851,C-18,4958,Livestock
26654,M-15,3641,Electronics
37702,E-11,6040,Automobiles
45835,P-13,5092,Metals
24128,M-15,7665,Livestock
40082,H-15,9387,Forestry
46857,G-14,8245,Food
45422,C-13,2983,Livestock
45830,E-12,1277,Metals
25055,G-16,6761,Goods
22710,A-13,7658,Electronics
14295,D-19,7179,Building Materials
12653,E-14,5868,Raw Minerals
21038,H-11,1304,Electronics
44773,E-17,6728,Intermodal Containers
37320,G-16,3188,Intermodal Containers
42763,A-18,3013,Electronics
18333,O-10,9070,Food
12176,E-19,7716,Agricultural
12544,A-13,7427,Livestock
18153,B-12,7141,Livestock
17246,A-15,1623,Machinery
19397,E-13,4101,Food
49341,A-14,6203,Intermodal Containers
43637,C-17,1639,Chemicals
18397,A-17,4197,Intermodal Containers
36268,M-11,5695,Intermodal Containers
12239,F-19,9271,Forestry
46705,B-19,1038,Chemicals
28815,I-18,2356,Food
11576,C-16,2513,Oil
32230,P-12,7230,Oil
40469,L-16,2279,Raw Minerals
22121,H-19,5285,Automobiles
14526,E-16,5900,Food
32565,L-17,6646,Intermodal Containers
20689,K-20,6923,Raw Minerals
47979,K-12,8021,Chemicals
45435,O-14,7640,Building Materials
12570,I-19,7390,Chemicals
21416,L-12,2445,Automobiles
45977,B-10,6285,Raw Minerals
31043,A-12,8531,Machinery
10461,B-13,5053,Metals
14628,N-20,7923,Goods
44895,H-14,1832,Chemicals
43261,D-20,2442,Machinery
14638,B-19,8299,Machinery
27211,P-14,5402,Livestock
24412,G-16,3588,Building Materials
31141,O-17,4543,Machinery
39174,B-18,7408,Agricultural
45412,A-11,2139,Metals
18288,C-16,4748,Electronics
23274,M-15,7177,Electronics
27560,A-20,2449,Metals
31608,C-13,4211,Metals
31761,M-16,3828,Machinery
27324,L-15,9372,Metals
44559,E-18,9816,Forestry
36902,M-12,9097,Automobiles
49410,M-17,9687,Building Materials
21030,K-20,8292,Forestry
21345,B-13,4944,Forestry
32127,N-17,2111,Automobiles
43686,D-13,1759,Livestock
35326,J-14,9347,Automobiles
26942,E-20,3316,Metals
12752,P-10,4258,Raw Minerals
18721,K-19,7223,Building Materials
27114,N-13,6782,Machinery
34804,A-15,7086,Electronics
29853,N-16,2366,Chemicals
28569,C-16,2964,Goods
24494,B-14,9464,Building Materials
33804,M-18,6798,Oil
21928,A-19,4275,Livestock
19895,C-16,8037,Forestry
35381,C-12,4179,Chemicals
26735,F-20,5176,Machinery
41318,O-19,1106,Oil
26691,I-17,6274,Food
23836,J-17,4101,Forestry
32521,I-15,6096,Raw Minerals
28197,K-20,4978,Raw Minerals
20885,M-10,5659,Intermodal Containers
36060,B-10,6362,Forestry
28896,O-17,2270,Oil
16279,N-20,5442,Building Materials
20767,K-14,3463,Food
20787,J-18,2809,Building Materials
20725,P-18,3408,Metals
42442,C-11,3177,Intermodal Containers
40884,J-11,7762,Chemicals
39785,H-20,6599,Building Materials
36064,H-12,7492,Goods
33892,O-20,1745,Agricultural
33118,G-16,9101,Machinery
46731,E-13,6219,Building Materials
41329,E-13,7179,Agricultural
42713,A-15,6569,Goods
21578,B-10,7389,Livestock
46242,M-14,3470,Chemicals
37882,L-13,3649,Chemicals
19288,M-16,1090,Machinery
43597,B-19,8217,Raw Minerals
28824,H-20,4561,Agricultural
10655,A-18,3873,Oil
44568,I-13,5787,Food
19221,C-17,3837,Agricultural
44785,G-11,5878,Food
31670,E-14,7145,Food
14087,L-20,4289,Metals
28236,P-13,8041,Goods
42527,L-16,2482,Building Materials
21901,A-12,2590,Intermodal Containers
47471,E-15,7309,Chemicals
47926,J-13,9735,Building Materials
15512,C-17,4843,Oil
43431,P-15,6058,Chemicals
44958,O-15,5589,Raw Minerals
49501,B-15,1680,Agricultural
46278,L-16,8585,Forestry
43374,E-10,1206,Forestry
25620,I-11,5186,Forestry
27922,L-20,7618,Goods
25325,H-19,5975,Raw Minerals
19831,I-11,7529,Goods
42229,C-17,8820,Electronics
35739,M-14,3262,Electronics
38041,D-14,2804,Raw Minerals
23157,D-17,6670,Oil
35817,H-20,6025,Livestock
16074,L-14,1126,Food
25543,G-14,3841,Electronics
29855,M-16,9804,Metals
29836,G-13,2339,Oil
34262,K-10,2711,Building Materials
22847,I-15,6780,Oil
29363,E-11,5639,Raw Minerals
11414,H-10,6128,Goods
28379,L-11,4442,Machinery
13245,F-20,2687,Machinery
22612,G-18,5073,Food
